Query	GO:EggNOG GO Cellular
jg30627	GO:0005838
jg30627	GO:0008540
jg30627	GO:0022624
jg30627	GO:0043231
jg30627	GO:0044444
jg31380	GO:0005737
jg31380	GO:0009579
jg31380	GO:0010598
jg31380	GO:0016021
jg31380	GO:0034357
jg31380	GO:0043231
jg31380	GO:0044436
jg31380	GO:0044444
jg31445	GO:0016021
jg30525	GO:0005737
jg30525	GO:0043231
jg30525	GO:0044444
jg30537	GO:0005737
jg30537	GO:0043231
jg30537	GO:0044444
jg31393	GO:0005635
jg31393	GO:0016021
jg31393	GO:0043231
jg31393	GO:0046930
jg31289	GO:0005737
jg31289	GO:0019866
jg31289	GO:0043231
jg31289	GO:0044444
jg31833	GO:0005737
jg31833	GO:0043231
jg31833	GO:0044444
jg31156	GO:0016021
jg30622	GO:0005737
jg30622	GO:0005829
jg30622	GO:0009579
jg30622	GO:0043231
jg30622	GO:0044444
jg31023	GO:0043231
jg31155	GO:0005737
jg31155	GO:0005794
jg31155	GO:0016021
jg31155	GO:0043231
jg31155	GO:0044444
jg31264	GO:0016021
jg31340	GO:0005737
jg31340	GO:0043231
jg31340	GO:0044444
jg31299	GO:0005737
jg31299	GO:0005783
jg31299	GO:0005794
jg31299	GO:0016021
jg31299	GO:0043231
jg31299	GO:0044444
jg30628	GO:0005737
jg30628	GO:0005794
jg30628	GO:0043231
jg30628	GO:0044444
jg30817	GO:0005737
jg30817	GO:0043231
jg30817	GO:0044444
jg31564	GO:0005737
jg17946	GO:0005618
jg17946	GO:0005737
jg17946	GO:0005829
jg17946	GO:0030529
jg17946	GO:0043231
jg17946	GO:0044444
jg30526	GO:0005737
jg30526	GO:0043231
jg30526	GO:0044444
jg31575	GO:0005737
jg31708	GO:0016021
jg31725	GO:0016021
jg31203	GO:0005694
jg31203	GO:0043231
jg30894	GO:0043231
jg31027	GO:0005737
jg31027	GO:0043231
jg31027	GO:0044444
jg31826	GO:0043231
jg31710	GO:0005737
jg31710	GO:0043231
jg31165	GO:0005737
jg31165	GO:0009579
jg31165	GO:0016021
jg31165	GO:0034357
jg31165	GO:0043231
jg31165	GO:0044436
jg31165	GO:0044444
jg12497	GO:0005737
jg12497	GO:0043231
jg12497	GO:0044444
jg19752	GO:0005737
jg19752	GO:0043231
jg19752	GO:0044444
jg30955	GO:0005737
jg30955	GO:0005794
jg30955	GO:0012506
jg30955	GO:0016021
jg30955	GO:0031410
jg30955	GO:0043231
jg30955	GO:0044444
jg30813	GO:0005737
jg30813	GO:0043231
jg30813	GO:0044444
jg31749	GO:0000151
jg30561	GO:0043231
jg31623	GO:0000151
jg30533	GO:0005737
jg30533	GO:0005829
jg30533	GO:0043231
jg30533	GO:0044444
jg31702	GO:0005737
jg31702	GO:0043231
jg11671	GO:0005737
jg11671	GO:0043231
jg11671	GO:0044444
jg31825	GO:0005737
jg31825	GO:0043231
jg31825	GO:0044444
jg30889	GO:0005737
jg30889	GO:0005794
jg30889	GO:0030529
jg30889	GO:0043231
jg30889	GO:0044444
jg31309	GO:0000814
jg31309	GO:0005737
jg31309	GO:0043231
jg31309	GO:0044444
jg31726	GO:0005737
jg31726	GO:0016021
jg31726	GO:0031301
jg31726	GO:0043231
jg31726	GO:0044444
jg31837	GO:0005618
jg31837	GO:0005737
jg31837	GO:0009925
jg31837	GO:0012506
jg31837	GO:0016021
jg31837	GO:0043231
jg31837	GO:0044444
jg31851	GO:0005618
jg31851	GO:0005737
jg31851	GO:0005829
jg31851	GO:0043231
jg31851	GO:0044444
jg19719	GO:0005737
jg19719	GO:0005829
jg19719	GO:0043231
jg19719	GO:0044444
jg18144	GO:0005737
jg18144	GO:0030529
jg18144	GO:0044444
jg7454	GO:0005618
jg7454	GO:0005737
jg7454	GO:0043231
jg7454	GO:0044444
jg7453	GO:0005618
jg7453	GO:0005737
jg7453	GO:0043231
jg7453	GO:0044444
jg35275	GO:0005694
jg35275	GO:0005737
jg35275	GO:0005829
jg35275	GO:0043231
jg35275	GO:0044444
jg35284	GO:0043231
jg31930	GO:0005737
jg31930	GO:0005829
jg31930	GO:0043231
jg31930	GO:0044444
jg31929	GO:0016021
jg7427	GO:0005737
jg7427	GO:0030529
jg7427	GO:0044444
jg7429	GO:0005737
jg7429	GO:0009521
jg7429	GO:0009579
jg7429	GO:0016021
jg7429	GO:0034357
jg7429	GO:0043231
jg7429	GO:0044436
jg7429	GO:0044444
jg7437	GO:0005618
jg7437	GO:0005737
jg7437	GO:0005794
jg7437	GO:0005829
jg7437	GO:0043231
jg7437	GO:0044444
jg30374	GO:0005737
jg30374	GO:0030529
jg30374	GO:0043231
jg30374	GO:0044444
jg30373	GO:0005737
jg30373	GO:0030529
jg30373	GO:0043231
jg30373	GO:0044444
jg31900	GO:0005737
jg31900	GO:0043231
jg31900	GO:0044444
jg29961	GO:0005618
jg29961	GO:0005737
jg29961	GO:0019866
jg29961	GO:0030529
jg29961	GO:0043231
jg29961	GO:0044444
jg29373	GO:0005694
jg29373	GO:0043231
jg29991	GO:0005737
jg29991	GO:0043231
jg29991	GO:0044444
jg28808	GO:0043231
jg20304	GO:0005737
jg20304	GO:0030529
jg20304	GO:0043231
jg20304	GO:0044444
jg29412	GO:0005737
jg29412	GO:0005794
jg29412	GO:0016469
jg29412	GO:0043231
jg29412	GO:0044444
jg12221	GO:0030529
jg12221	GO:0043231
jg29918	GO:0005737
jg29918	GO:0009579
jg29918	GO:0034357
jg29918	GO:0043231
jg29918	GO:0044436
jg29918	GO:0044444
jg28837	GO:0005635
jg28837	GO:0016021
jg28837	GO:0043231
jg28837	GO:0046930
jg30257	GO:0005737
jg30257	GO:0043231
jg30257	GO:0044444
jg30029	GO:0016021
jg29579	GO:0005737
jg29579	GO:0043231
jg29579	GO:0044444
jg29039	GO:0005737
jg29039	GO:0016021
jg29039	GO:0043231
jg29039	GO:0044444
jg29574	GO:0005737
jg29574	GO:0005794
jg29574	GO:0031225
jg29574	GO:0043231
jg29574	GO:0044444
jg29574	GO:0046658
jg29169	GO:0005737
jg29169	GO:0016021
jg29169	GO:0043231
jg29169	GO:0044444
jg30293	GO:0005618
jg30293	GO:0005737
jg30293	GO:0005829
jg30293	GO:0043231
jg30293	GO:0044444
jg30024	GO:0005737
jg30024	GO:0016021
jg30024	GO:0043231
jg30024	GO:0044444
jg30219	GO:0005694
jg30219	GO:0043231
jg18841	GO:0043231
jg29425	GO:0005737
jg29425	GO:0043231
jg29425	GO:0044444
jg28812	GO:0005618
jg28812	GO:0005737
jg28812	GO:0005783
jg28812	GO:0005794
jg28812	GO:0005829
jg28812	GO:0043231
jg28812	GO:0044444
jg29001	GO:0005737
jg29001	GO:0043231
jg29001	GO:0044444
jg28761	GO:0005694
jg28761	GO:0043231
jg29692	GO:0005737
jg29692	GO:0043231
jg29692	GO:0044444
jg29902	GO:0016021
jg29154	GO:0005737
jg29154	GO:0043231
jg29154	GO:0044444
jg29286	GO:0005635
jg29286	GO:0016021
jg29286	GO:0043231
jg29286	GO:0046930
jg30267	GO:0043231
jg29565	GO:0043231
jg30177	GO:0005737
jg30177	GO:0005783
jg30177	GO:0043231
jg30177	GO:0044444
jg29316	GO:0005737
jg29316	GO:0019866
jg29316	GO:0043231
jg29316	GO:0044444
jg29668	GO:0005737
jg29668	GO:0009521
jg29668	GO:0009579
jg29668	GO:0016021
jg29668	GO:0034357
jg29668	GO:0043231
jg29668	GO:0044436
jg29668	GO:0044444
jg29908	GO:0005737
jg29908	GO:0005794
jg29908	GO:0043231
jg29908	GO:0044444
jg29141	GO:0016021
jg29951	GO:0005737
jg29951	GO:0005794
jg29951	GO:0043231
jg29951	GO:0044444
jg29402	GO:0005737
jg29402	GO:0005794
jg29402	GO:0043231
jg29402	GO:0044444
jg30116	GO:0043231
jg28833	GO:0005737
jg28833	GO:0009579
jg28833	GO:0030529
jg28833	GO:0034357
jg28833	GO:0043231
jg28833	GO:0044436
jg28833	GO:0044444
jg31115	GO:0016021
jg30268	GO:0031225
jg29856	GO:0005737
jg29856	GO:0016021
jg29856	GO:0043231
jg29856	GO:0044444
jg29494	GO:0005737
jg29494	GO:0043231
jg29133	GO:0005737
jg29133	GO:0043231
jg29133	GO:0044444
jg29546	GO:0005737
jg29546	GO:0043231
jg29546	GO:0044444
jg29100	GO:0043231
jg28966	GO:0005737
jg28966	GO:0005829
jg28966	GO:0019866
jg28966	GO:0043231
jg28966	GO:0044444
jg28966	GO:0044455
jg29019	GO:0005737
jg29019	GO:0019866
jg29019	GO:0043231
jg29019	GO:0044444
jg29019	GO:0044455
jg29019	GO:0045277
jg29879	GO:0005737
jg29879	GO:0005829
jg29879	GO:0016021
jg29879	GO:0043231
jg29879	GO:0044444
jg29609	GO:0005737
jg29609	GO:0005794
jg29609	GO:0016021
jg29609	GO:0043231
jg29609	GO:0044444
jg28817	GO:0005694
jg28817	GO:0043231
jg30300	GO:0005694
jg30300	GO:0043231
jg29604	GO:0005737
jg29604	GO:0043231
jg29040	GO:0005737
jg29040	GO:0043231
jg29323	GO:0005737
jg29323	GO:0043231
jg29323	GO:0044444
jg18313	GO:0016021
jg29913	GO:0005737
jg29913	GO:0005829
jg29913	GO:0016021
jg29913	GO:0044444
jg29631	GO:0005737
jg29631	GO:0043231
jg29631	GO:0044444
jg29954	GO:0005737
jg29954	GO:0043231
jg29144	GO:0043231
jg28813	GO:0005737
jg28813	GO:0005829
jg28813	GO:0043231
jg28813	GO:0044444
jg29917	GO:0043231
jg29327	GO:0043231
jg29126	GO:0005737
jg29126	GO:0005783
jg29126	GO:0016021
jg29126	GO:0043231
jg29126	GO:0044444
jg30310	GO:0005618
jg12127	GO:0005618
jg12127	GO:0005737
jg12127	GO:0016021
jg12127	GO:0019866
jg12127	GO:0043231
jg12127	GO:0044444
jg29886	GO:0016021
jg29895	GO:0005737
jg29895	GO:0005794
jg29895	GO:0043231
jg29895	GO:0044444
jg28974	GO:0005737
jg28974	GO:0016021
jg28974	GO:0043231
jg28974	GO:0044444
jg29067	GO:0005737
jg29067	GO:0016021
jg29067	GO:0043231
jg29067	GO:0044444
jg29430	GO:0005737
jg29430	GO:0005829
jg29430	GO:0043231
jg29430	GO:0044444
jg29417	GO:0005635
jg29417	GO:0005737
jg29417	GO:0005783
jg29417	GO:0005829
jg29417	GO:0005887
jg29417	GO:0016021
jg29417	GO:0043231
jg29417	GO:0044444
jg29640	GO:0005737
jg29640	GO:0043231
jg29640	GO:0044444
jg30701	GO:0005737
jg30701	GO:0016021
jg30701	GO:0043231
jg30701	GO:0044444
jg29171	GO:0043231
jg29533	GO:0005737
jg29533	GO:0005829
jg29533	GO:0044444
jg30182	GO:0005737
jg30182	GO:0005829
jg30182	GO:0043231
jg30182	GO:0044444
jg30278	GO:0043231
jg29388	GO:0043231
jg29707	GO:0005635
jg29707	GO:0005737
jg29707	GO:0005783
jg29707	GO:0005829
jg29707	GO:0005887
jg29707	GO:0016021
jg29707	GO:0043231
jg29707	GO:0044444
jg29291	GO:0016021
jg29518	GO:0005737
jg29518	GO:0043231
jg29518	GO:0044444
jg29799	GO:0005737
jg29799	GO:0016021
jg29799	GO:0019866
jg29799	GO:0031968
jg29799	GO:0043231
jg29799	GO:0044444
jg29799	GO:0044455
jg29799	GO:0046930
jg30099	GO:0005737
jg30099	GO:0043231
jg30099	GO:0044444
jg30064	GO:0043231
jg29233	GO:0043231
jg30094	GO:0005737
jg30094	GO:0005794
jg30094	GO:0005829
jg30094	GO:0043231
jg30094	GO:0044444
jg30069	GO:0005737
jg30069	GO:0043231
jg30069	GO:0044444
jg29005	GO:0005737
jg29005	GO:0005794
jg29005	GO:0043231
jg29005	GO:0044444
jg29124	GO:0005737
jg29124	GO:0005783
jg29124	GO:0016021
jg29124	GO:0043231
jg29124	GO:0044444
jg29500	GO:0005737
jg29500	GO:0043231
jg29500	GO:0044444
jg28941	GO:0005737
jg28941	GO:0043231
jg28941	GO:0044444
jg29006	GO:0005737
jg29006	GO:0009579
jg29006	GO:0034357
jg29006	GO:0043231
jg29006	GO:0044436
jg29006	GO:0044444
jg20318	GO:0005737
jg20318	GO:0005783
jg20318	GO:0043231
jg20318	GO:0044444
jg29677	GO:0005737
jg29677	GO:0016021
jg29677	GO:0019866
jg29677	GO:0043231
jg29677	GO:0044444
jg29677	GO:0044455
jg29677	GO:0045275
jg29864	GO:0005737
jg29864	GO:0005829
jg29864	GO:0043231
jg29864	GO:0044444
jg28930	GO:0016021
jg29456	GO:0005737
jg29456	GO:0005829
jg29456	GO:0043231
jg29456	GO:0044444
jg29398	GO:0005618
jg29398	GO:0005737
jg29398	GO:0005829
jg29398	GO:0030529
jg29398	GO:0043231
jg29398	GO:0044444
jg12308	GO:0000502
jg12308	GO:0005737
jg12308	GO:0005829
jg12308	GO:0044444
jg29813	GO:0005618
jg29813	GO:0005737
jg29813	GO:0005829
jg29813	GO:0044444
jg30162	GO:0005737
jg30162	GO:0031410
jg30162	GO:0043231
jg30162	GO:0044444
jg28903	GO:0005635
jg28903	GO:0005737
jg28903	GO:0005829
jg28903	GO:0016021
jg28903	GO:0030425
jg28903	GO:0031970
jg28903	GO:0042383
jg28903	GO:0043005
jg28903	GO:0043231
jg28903	GO:0044444
jg29382	GO:0005737
jg29382	GO:0005783
jg29382	GO:0016021
jg29382	GO:0043231
jg29382	GO:0044444
jg28954	GO:0005737
jg28954	GO:0030529
jg28954	GO:0043231
jg28954	GO:0044444
jg29301	GO:0005737
jg29301	GO:0005829
jg29301	GO:0044444
jg30236	GO:0005618
jg30236	GO:0005737
jg30236	GO:0005829
jg30236	GO:0030529
jg30236	GO:0043231
jg30236	GO:0044444
jg29854	GO:0005737
jg29854	GO:0005783
jg29854	GO:0016021
jg29854	GO:0043231
jg29854	GO:0044444
jg28964	GO:0016021
jg30180	GO:0016021
jg30076	GO:0043231
jg19152	GO:0005618
jg19152	GO:0005737
jg19152	GO:0005794
jg19152	GO:0005829
jg19152	GO:0030529
jg19152	GO:0043231
jg19152	GO:0044444
jg30143	GO:0043231
jg29995	GO:0005737
jg29995	GO:0005783
jg29995	GO:0016021
jg29995	GO:0043231
jg29995	GO:0044444
jg28907	GO:0000502
jg28907	GO:0005737
jg28907	GO:0005839
jg28907	GO:0043231
jg11763	GO:0005737
jg11763	GO:0005829
jg11763	GO:0043231
jg11763	GO:0044444
jg29741	GO:0005737
jg29741	GO:0009579
jg29741	GO:0034357
jg29741	GO:0043231
jg29741	GO:0044436
jg29741	GO:0044444
jg28879	GO:0005737
jg28879	GO:0044444
jg31261	GO:0005737
jg31261	GO:0005829
jg31261	GO:0044444
jg29016	GO:0005737
jg29016	GO:0043231
jg29016	GO:0044444
jg29817	GO:0005618
jg29817	GO:0005737
jg29817	GO:0009579
jg29817	GO:0034357
jg29817	GO:0043231
jg29817	GO:0044436
jg29817	GO:0044444
jg29875	GO:0005737
jg29875	GO:0005829
jg29875	GO:0043231
jg29875	GO:0044444
jg19369	GO:0005737
jg19369	GO:0005829
jg19369	GO:0044444
jg29966	GO:0043231
jg29525	GO:0016021
jg29985	GO:0005737
jg29985	GO:0030529
jg29985	GO:0043231
jg29985	GO:0044444
jg30017	GO:0005737
jg30017	GO:0005829
jg30017	GO:0016021
jg30017	GO:0043231
jg30017	GO:0044444
jg28989	GO:0005737
jg28989	GO:0043231
jg28989	GO:0044444
jg29775	GO:0043231
jg30054	GO:0005737
jg30054	GO:0005783
jg30054	GO:0005794
jg30054	GO:0043231
jg30054	GO:0044444
jg29754	GO:0030880
jg29754	GO:0043231
jg30140	GO:0005737
jg30140	GO:0005829
jg30140	GO:0043231
jg30140	GO:0044444
jg29781	GO:0030529
jg28910	GO:0043231
jg28951	GO:0005737
jg28951	GO:0005783
jg28951	GO:0016021
jg28951	GO:0043231
jg28951	GO:0044444
jg29589	GO:0005737
jg29589	GO:0005783
jg29589	GO:0016021
jg29589	GO:0043231
jg29589	GO:0044444
jg29319	GO:0005694
jg29319	GO:0042575
jg29319	GO:0043231
jg30114	GO:0005737
jg30114	GO:0043231
jg29507	GO:0005737
jg29507	GO:0043231
jg29507	GO:0044444
jg18177	GO:0043231
jg28944	GO:0005737
jg28944	GO:0043231
jg29121	GO:0005737
jg29121	GO:0009579
jg29121	GO:0016021
jg29121	GO:0016469
jg29121	GO:0034357
jg29121	GO:0043231
jg29121	GO:0044436
jg29121	GO:0044444
jg29121	GO:0045259
jg29121	GO:0045263
jg29812	GO:0005618
jg29812	GO:0005737
jg29812	GO:0009579
jg29812	GO:0034357
jg29812	GO:0043231
jg29812	GO:0044436
jg29812	GO:0044444
jg30061	GO:0016021
jg30193	GO:0005737
jg30193	GO:0043231
jg30228	GO:0043231
jg30277	GO:0005737
jg30277	GO:0005783
jg30277	GO:0005829
jg30277	GO:0043231
jg30277	GO:0044444
jg29217	GO:0005737
jg29217	GO:0005829
jg29217	GO:0044444
jg29554	GO:0005635
jg29554	GO:0005737
jg29554	GO:0005783
jg29554	GO:0005829
jg29554	GO:0005887
jg29554	GO:0016021
jg29554	GO:0043231
jg29554	GO:0044444
jg28912	GO:0005737
jg28912	GO:0005829
jg28912	GO:0044444
jg29259	GO:0005737
jg29259	GO:0043231
jg29259	GO:0044444
jg30109	GO:0000151
jg30109	GO:0005737
jg30109	GO:0043231
jg30197	GO:0005694
jg30197	GO:0043231
jg29517	GO:0005737
jg29517	GO:0005887
jg29517	GO:0016021
jg29517	GO:0043231
jg29517	GO:0044444
jg29035	GO:0005618
jg29035	GO:0005737
jg29035	GO:0019866
jg29035	GO:0043231
jg29035	GO:0044444
jg29035	GO:0044455
jg29035	GO:0045281
jg29035	GO:0045283
jg29195	GO:0005618
jg29195	GO:0005737
jg29195	GO:0005829
jg29195	GO:0030529
jg29195	GO:0043231
jg29195	GO:0044444
jg29254	GO:0005737
jg29254	GO:0005794
jg29254	GO:0016021
jg29254	GO:0043231
jg29254	GO:0044444
jg29036	GO:0005737
jg29036	GO:0043231
jg29036	GO:0044444
jg20260	GO:0005737
jg20260	GO:0044444
jg29397	GO:0005618
jg29397	GO:0005737
jg29397	GO:0016021
jg29397	GO:0019866
jg29397	GO:0043231
jg29397	GO:0044444
jg29397	GO:0044455
jg30187	GO:0005737
jg30187	GO:0009521
jg30187	GO:0009579
jg30187	GO:0034357
jg30187	GO:0043231
jg30187	GO:0044436
jg30187	GO:0044444
jg29541	GO:0005737
jg29541	GO:0043231
jg29541	GO:0044444
jg29304	GO:0005737
jg29304	GO:0016021
jg29304	GO:0043231
jg29304	GO:0044444
jg29678	GO:0005618
jg29678	GO:0005737
jg29678	GO:0005829
jg29678	GO:0043231
jg29678	GO:0044444
jg29276	GO:0030880
jg29276	GO:0043231
jg17733	GO:0043231
jg29753	GO:0005737
jg29753	GO:0009579
jg29753	GO:0034357
jg29753	GO:0043231
jg29753	GO:0044436
jg29753	GO:0044444
jg30004	GO:0005737
jg30004	GO:0009521
jg30004	GO:0009579
jg30004	GO:0016021
jg30004	GO:0034357
jg30004	GO:0043231
jg30004	GO:0044436
jg30004	GO:0044444
jg29135	GO:0005929
jg29135	GO:0030992
jg29135	GO:0043231
jg29135	GO:0044447
jg28806	GO:0043231
jg30108	GO:0016021
jg29201	GO:0000502
jg29201	GO:0005618
jg29127	GO:0005737
jg29127	GO:0005829
jg29127	GO:0030529
jg29127	GO:0043231
jg29127	GO:0044444
jg29501	GO:0005618
jg29501	GO:0005737
jg29501	GO:0005829
jg29501	GO:0031225
jg29501	GO:0044444
jg29501	GO:0046658
jg30102	GO:0005737
jg30102	GO:0016469
jg30102	GO:0019866
jg30102	GO:0043231
jg30102	GO:0044444
jg30102	GO:0044455
jg30102	GO:0045259
jg30102	GO:0045261
jg30102	GO:0045267
jg29252	GO:0005737
jg29252	GO:0005829
jg29252	GO:0030529
jg29252	GO:0043231
jg29252	GO:0044444
jg28957	GO:0005737
jg28957	GO:0043231
jg28957	GO:0044444
jg28873	GO:0005737
jg28873	GO:0043231
jg28873	GO:0044444
jg29867	GO:0043231
jg29674	GO:0005737
jg29674	GO:0043231
jg29674	GO:0044444
jg29096	GO:0005737
jg29096	GO:0043231
jg28828	GO:0005618
jg28828	GO:0005737
jg28828	GO:0005829
jg28828	GO:0009579
jg28828	GO:0030529
jg28828	GO:0034357
jg28828	GO:0043231
jg28828	GO:0044436
jg28828	GO:0044444
jg28967	GO:0005737
jg28967	GO:0005829
jg28967	GO:0019866
jg28967	GO:0043231
jg28967	GO:0044444
jg28967	GO:0044455
jg28904	GO:0005737
jg28904	GO:0009579
jg28904	GO:0043231
jg28904	GO:0044444
jg29422	GO:0005737
jg29422	GO:0043231
jg29422	GO:0044444
jg28942	GO:0005737
jg28942	GO:0005829
jg28942	GO:0043231
jg28942	GO:0044444
jg28815	GO:0005694
jg28815	GO:0005737
jg28815	GO:0009579
jg28815	GO:0043231
jg28815	GO:0044444
jg29318	GO:0005737
jg29318	GO:0043231
jg29318	GO:0044444
jg29333	GO:0005737
jg29361	GO:0043231
jg30093	GO:0016021
jg19116	GO:0005737
jg19116	GO:0043231
jg19116	GO:0044444
jg29234	GO:0016021
jg29123	GO:0005737
jg29123	GO:0044444
jg30224	GO:0043231
jg28948	GO:0000151
jg29428	GO:0005737
jg29428	GO:0005887
jg29428	GO:0016021
jg29428	GO:0043231
jg29428	GO:0044444
jg29268	GO:0005737
jg29268	GO:0043231
jg29268	GO:0044444
jg29239	GO:0000151
jg29883	GO:0005737
jg29883	GO:0043231
jg29883	GO:0044444
jg28987	GO:0005694
jg28987	GO:0043231
jg28777	GO:0005618
jg29473	GO:0005737
jg29473	GO:0009579
jg29473	GO:0030529
jg29473	GO:0034357
jg29473	GO:0043231
jg29473	GO:0044436
jg29473	GO:0044444
jg29685	GO:0005737
jg29685	GO:0005783
jg29685	GO:0005794
jg29685	GO:0016021
jg29685	GO:0043231
jg29685	GO:0044444
jg17730	GO:0005737
jg17730	GO:0005794
jg17730	GO:0031410
jg17730	GO:0043231
jg17730	GO:0044444
jg29690	GO:0005737
jg29690	GO:0005783
jg29690	GO:0005794
jg29690	GO:0010009
jg29690	GO:0016021
jg29690	GO:0019866
jg29690	GO:0031410
jg29690	GO:0031968
jg29690	GO:0043025
jg29690	GO:0043231
jg29690	GO:0044444
jg29330	GO:0005737
jg29330	GO:0016021
jg29330	GO:0030529
jg29330	GO:0044444
jg29248	GO:0005737
jg29248	GO:0009579
jg29248	GO:0043231
jg29248	GO:0044436
jg29248	GO:0044444
jg28878	GO:0005737
jg28878	GO:0031968
jg28878	GO:0043231
jg28878	GO:0044444
jg30315	GO:0005618
jg30315	GO:0005737
jg30315	GO:0043231
jg30315	GO:0044444
jg30266	GO:0043231
jg31076	GO:0016021
jg29671	GO:0030529
jg29671	GO:0043231
jg29548	GO:0005737
jg29548	GO:0043231
jg29548	GO:0044444
jg30296	GO:0005618
jg30296	GO:0005737
jg30296	GO:0005829
jg30296	GO:0043231
jg30296	GO:0044444
jg29758	GO:0005737
jg29758	GO:0016021
jg29758	GO:0043231
jg29758	GO:0044444
jg29267	GO:0005737
jg29267	GO:0043231
jg29267	GO:0044444
jg30075	GO:0005737
jg30075	GO:0005829
jg30075	GO:0030529
jg30075	GO:0043231
jg30075	GO:0044444
jg28872	GO:0043231
jg29253	GO:0005737
jg29253	GO:0009579
jg29253	GO:0034357
jg29253	GO:0043231
jg29253	GO:0044436
jg29253	GO:0044444
jg29204	GO:0016021
jg18925	GO:0043231
jg18233	GO:0016021
jg29470	GO:0005737
jg29470	GO:0005829
jg29470	GO:0043231
jg29470	GO:0044444
jg1576	GO:0016021
jg1959	GO:0005737
jg1959	GO:0005794
jg1959	GO:0031410
jg1959	GO:0043231
jg1959	GO:0044444
jg1983	GO:0005737
jg1983	GO:0030529
jg1983	GO:0043231
jg1983	GO:0044444
jg29763	GO:0005737
jg29763	GO:0043231
jg29763	GO:0044444
jg20436	GO:0005887
jg20436	GO:0016021
jg2348	GO:0005737
jg2348	GO:0005783
jg2348	GO:0005794
jg2348	GO:0043231
jg2348	GO:0044444
jg22304	GO:0005737
jg22304	GO:0009579
jg22304	GO:0016021
jg22304	GO:0034357
jg22304	GO:0043231
jg22304	GO:0044436
jg22304	GO:0044444
jg2163	GO:0005737
jg2163	GO:0043231
jg2163	GO:0044444
jg2326	GO:0005737
jg2326	GO:0019866
jg2326	GO:0043231
jg2326	GO:0044444
jg2326	GO:0044455
jg2326	GO:0045281
jg2326	GO:0045283
jg2098	GO:0005737
jg2098	GO:0016021
jg2098	GO:0019031
jg2098	GO:0019866
jg2098	GO:0043231
jg2098	GO:0044444
jg23430	GO:0005737
jg23430	GO:0044444
jg2652	GO:0005737
jg2652	GO:0005829
jg2652	GO:0030529
jg2652	GO:0043231
jg2652	GO:0044444
jg2182	GO:0043231
jg6070	GO:0043231
jg3875	GO:0005618
jg3875	GO:0005737
jg3875	GO:0005783
jg3875	GO:0005794
jg3875	GO:0005829
jg3875	GO:0012506
jg3875	GO:0030117
jg3875	GO:0030120
jg3875	GO:0031410
jg3875	GO:0043231
jg3875	GO:0044444
jg2201	GO:0005737
jg2201	GO:0043231
jg2201	GO:0044444
jg34930	GO:0000151
jg34930	GO:0005737
jg34930	GO:0005829
jg34930	GO:0030529
jg34930	GO:0044444
jg15876	GO:0005737
jg15876	GO:0044444
jg19320	GO:0005737
jg19320	GO:0043231
jg19320	GO:0044444
jg2458	GO:0005737
jg2458	GO:0005829
jg2458	GO:0043231
jg2458	GO:0044444
jg2118	GO:0043231
jg36629	GO:0005737
jg36629	GO:0005829
jg36629	GO:0044444
jg427	GO:0005737
jg427	GO:0043231
jg2387	GO:0043231
jg2238	GO:0005737
jg2238	GO:0005783
jg2238	GO:0016021
jg2238	GO:0043231
jg2238	GO:0044444
jg1386	GO:0043231
jg2428	GO:0043231
jg1872	GO:0005618
jg1872	GO:0005635
jg1872	GO:0005667
jg1872	GO:0005737
jg1872	GO:0005794
jg1872	GO:0005829
jg1872	GO:0043231
jg1872	GO:0044444
jg3656	GO:0005737
jg3656	GO:0043231
jg3656	GO:0044444
jg698	GO:0005737
jg698	GO:0043231
jg698	GO:0044444
jg32173	GO:0016021
jg2704	GO:0016021
jg14166	GO:0043231
jg2429	GO:0005618
jg2429	GO:0043231
jg14890	GO:0005737
jg14890	GO:0005829
jg14890	GO:0030529
jg14890	GO:0044444
jg2442	GO:0005737
jg2442	GO:0005829
jg2442	GO:0043231
jg2442	GO:0044444
jg31483	GO:0016021
jg4048	GO:0005737
jg4048	GO:0005794
jg4048	GO:0016021
jg4048	GO:0043231
jg4048	GO:0044444
jg11551	GO:0005737
jg11551	GO:0043231
jg11551	GO:0044444
jg2157	GO:0005737
jg2157	GO:0005829
jg2157	GO:0043231
jg2157	GO:0044444
jg32167	GO:0005618
jg32167	GO:0005737
jg32167	GO:0016021
jg32167	GO:0019866
jg32167	GO:0043231
jg32167	GO:0044444
jg2299	GO:0005618
jg2299	GO:0005737
jg2299	GO:0005794
jg2299	GO:0043231
jg2299	GO:0044444
jg1684	GO:0043231
jg1947	GO:0005737
jg1947	GO:0005829
jg1947	GO:0044444
jg2713	GO:0005737
jg21703	GO:0043231
jg1460	GO:0005737
jg1460	GO:0019866
jg1460	GO:0043231
jg1460	GO:0044444
jg1460	GO:0044455
jg1460	GO:0045281
jg1460	GO:0045283
jg21755	GO:0043231
jg1496	GO:0005737
jg1496	GO:0005829
jg1496	GO:0030529
jg1496	GO:0043231
jg1496	GO:0044444
jg1330	GO:0005618
jg1330	GO:0005737
jg1330	GO:0005783
jg1330	GO:0005794
jg1330	GO:0005829
jg1330	GO:0043231
jg1330	GO:0044444
jg1800	GO:0005737
jg1800	GO:0030529
jg1800	GO:0044444
jg1988	GO:0005737
jg1988	GO:0009579
jg1988	GO:0034357
jg1988	GO:0043231
jg1988	GO:0044436
jg1988	GO:0044444
