Query	GO:EggNOG GO Molecular
jg29456	GO:0035639
jg29398	GO:0003723
jg29620	GO:0046872
jg30162	GO:0003677
jg30162	GO:0046872
jg30162	GO:0070011
jg28903	GO:0001883
jg28903	GO:0016301
jg28903	GO:0016702
jg28903	GO:0016773
jg28903	GO:0016803
jg28903	GO:0017076
jg28903	GO:0020037
jg28903	GO:0032549
jg28903	GO:0032555
jg28903	GO:0035639
jg28903	GO:0046872
jg29382	GO:0016747
jg28954	GO:0003723
jg29301	GO:0001883
jg29301	GO:0017076
jg29301	GO:0032549
jg29301	GO:0032555
jg29301	GO:0043531
jg29301	GO:0080146
jg28821	GO:0003677
jg29854	GO:0046872
jg28964	GO:0001883
jg28964	GO:0016301
jg28964	GO:0016773
jg28964	GO:0017076
jg28964	GO:0032549
jg28964	GO:0032555
jg28964	GO:0035639
jg30076	GO:0001883
jg30076	GO:0004518
jg30076	GO:0016818
jg30076	GO:0017076
jg30076	GO:0032549
jg30076	GO:0032555
jg30076	GO:0035639
jg28999	GO:0016881
jg19152	GO:0001883
jg19152	GO:0016818
jg19152	GO:0017076
jg19152	GO:0032549
jg19152	GO:0032555
jg19152	GO:0035639
jg29360	GO:0052689
jg30143	GO:0003677
jg30143	GO:0046872
jg29995	GO:0001883
jg29995	GO:0005034
jg29995	GO:0009884
jg29995	GO:0016301
jg29995	GO:0016773
jg29995	GO:0016775
jg29995	GO:0017076
jg29995	GO:0019199
jg29995	GO:0032549
jg29995	GO:0032555
jg29995	GO:0035639
jg29995	GO:0042578
jg28907	GO:0005096
jg28907	GO:0030695
jg28907	GO:0046872
jg28907	GO:0070011
jg11763	GO:0001883
jg11763	GO:0016301
jg11763	GO:0016773
jg11763	GO:0017076
jg11763	GO:0032549
jg11763	GO:0032555
jg11763	GO:0035639
jg11763	GO:0046872
jg29741	GO:0001883
jg29741	GO:0016301
jg29741	GO:0016773
jg29741	GO:0017076
jg29741	GO:0032549
jg29741	GO:0032555
jg29741	GO:0035639
jg28938	GO:0015036
jg31261	GO:0001883
jg31261	GO:0016301
jg31261	GO:0016773
jg31261	GO:0017076
jg31261	GO:0032549
jg31261	GO:0032555
jg31261	GO:0035639
jg31261	GO:0046872
jg29817	GO:0015036
jg29817	GO:0016671
jg29875	GO:0001883
jg29875	GO:0016301
jg29875	GO:0016773
jg29875	GO:0017076
jg29875	GO:0032549
jg29875	GO:0032555
jg29875	GO:0035639
jg19369	GO:0046872
jg29015	GO:0001883
jg29015	GO:0016301
jg29015	GO:0016773
jg29015	GO:0017076
jg29015	GO:0032549
jg29015	GO:0032555
jg29015	GO:0035639
jg29966	GO:0003677
jg29525	GO:0001883
jg29525	GO:0003677
jg29525	GO:0015075
jg29525	GO:0015291
jg29525	GO:0017076
jg29525	GO:0032549
jg29525	GO:0032555
jg29525	GO:0043531
jg29525	GO:0046872
jg29985	GO:0001883
jg29985	GO:0003677
jg29985	GO:0003723
jg29985	GO:0016301
jg29985	GO:0016773
jg29985	GO:0016779
jg29985	GO:0017076
jg29985	GO:0020037
jg29985	GO:0032549
jg29985	GO:0032555
jg29985	GO:0035639
jg29985	GO:0046872
jg30017	GO:0001883
jg30017	GO:0004518
jg30017	GO:0004553
jg30017	GO:0004709
jg30017	GO:0008194
jg30017	GO:0016301
jg30017	GO:0016628
jg30017	GO:0016747
jg30017	GO:0016758
jg30017	GO:0016763
jg30017	GO:0016773
jg30017	GO:0016779
jg30017	GO:0017076
jg30017	GO:0019199
jg30017	GO:0030058
jg30017	GO:0032549
jg30017	GO:0032555
jg30017	GO:0035639
jg30017	GO:0042578
jg30017	GO:0046872
jg29775	GO:0003677
jg7443	GO:0001883
jg7443	GO:0008236
jg7443	GO:0016628
jg7443	GO:0016876
jg7443	GO:0017076
jg7443	GO:0032549
jg7443	GO:0032555
jg7443	GO:0035639
jg7443	GO:0070011
jg30054	GO:0016861
jg30054	GO:0046872
jg29754	GO:0003723
jg29754	GO:0016779
jg28910	GO:0003677
jg28910	GO:0046872
jg20220	GO:0019887
jg28951	GO:0016747
jg29319	GO:0003677
jg29319	GO:0004518
jg29319	GO:0016779
jg29319	GO:0046872
jg29319	GO:0051539
jg30114	GO:0001067
jg30114	GO:0001883
jg30114	GO:0003677
jg30114	GO:0016301
jg30114	GO:0016773
jg30114	GO:0017076
jg30114	GO:0032549
jg30114	GO:0032555
jg30114	GO:0035639
jg30114	GO:0046872
jg29179	GO:0001883
jg29179	GO:0003723
jg29179	GO:0016818
jg29179	GO:0017076
jg29179	GO:0032549
jg29179	GO:0032555
jg29179	GO:0035639
jg29179	GO:0046872
jg29507	GO:0003677
jg29507	GO:0016301
jg29507	GO:0016773
jg18177	GO:0003677
jg29569	GO:0016861
jg29569	GO:0046872
jg28944	GO:0003755
jg29121	GO:0001883
jg29121	GO:0015075
jg29121	GO:0017076
jg29121	GO:0032549
jg29121	GO:0032555
jg29121	GO:0035639
jg29424	GO:0046872
jg29812	GO:0015036
jg29812	GO:0016671
jg30061	GO:0016818
jg30061	GO:0070011
jg29023	GO:0001883
jg29023	GO:0016301
jg29023	GO:0016773
jg29023	GO:0017076
jg29023	GO:0032549
jg29023	GO:0032555
jg29023	GO:0035639
jg29023	GO:0043531
jg29733	GO:0003723
jg29733	GO:0046872
jg30193	GO:0046872
jg30228	GO:0003723
jg30228	GO:0046872
jg30277	GO:0003723
jg29217	GO:0001883
jg29217	GO:0016779
jg29217	GO:0017076
jg29217	GO:0032549
jg29217	GO:0032555
jg29217	GO:0035639
jg29554	GO:0000982
jg29554	GO:0001067
jg29554	GO:0001228
jg29554	GO:0001883
jg29554	GO:0003677
jg29554	GO:0004518
jg29554	GO:0005034
jg29554	GO:0005548
jg29554	GO:0008168
jg29554	GO:0008483
jg29554	GO:0009883
jg29554	GO:0009884
jg29554	GO:0015075
jg29554	GO:0015267
jg29554	GO:0015399
jg29554	GO:0016301
jg29554	GO:0016773
jg29554	GO:0016775
jg29554	GO:0016818
jg29554	GO:0016820
jg29554	GO:0017076
jg29554	GO:0019199
jg29554	GO:0020037
jg29554	GO:0022838
jg29554	GO:0032549
jg29554	GO:0032555
jg29554	GO:0035639
jg29554	GO:0042578
jg29554	GO:0046872
jg29554	GO:0052689
jg29554	GO:0070011
jg28912	GO:0016616
jg29259	GO:0003723
jg29259	GO:0046872
jg30109	GO:0004842
jg30109	GO:0016881
jg30109	GO:0046872
jg30197	GO:0003677
jg29517	GO:0051119
jg29035	GO:0000104
jg29035	GO:0001883
jg29035	GO:0015036
jg29035	GO:0016635
jg29035	GO:0017076
jg29035	GO:0032549
jg29035	GO:0032555
jg29035	GO:0035639
jg29035	GO:0046872
jg29035	GO:0050660
jg29195	GO:0003723
jg29254	GO:0016758
jg29036	GO:0016758
jg29837	GO:0001883
jg29837	GO:0016301
jg29837	GO:0016774
jg29837	GO:0017076
jg29837	GO:0032549
jg29837	GO:0032555
jg29837	GO:0035639
jg29837	GO:0046872
jg20260	GO:0001883
jg20260	GO:0016818
jg20260	GO:0017076
jg20260	GO:0032549
jg20260	GO:0032555
jg20260	GO:0035639
jg30187	GO:0008236
jg30187	GO:0070011
jg29808	GO:0003677
jg29541	GO:0016301
jg29541	GO:0042578
jg29541	GO:0046872
jg29678	GO:0003723
jg29678	GO:0046872
jg29276	GO:0003677
jg29276	GO:0016779
jg28745	GO:0001883
jg28745	GO:0016301
jg28745	GO:0016773
jg28745	GO:0017076
jg28745	GO:0032549
jg28745	GO:0032555
jg28745	GO:0035639
jg17733	GO:0046872
jg29742	GO:0003723
jg29742	GO:0046872
jg29753	GO:0051537
jg30042	GO:0008168
jg30004	GO:0016168
jg30004	GO:0046872
jg29767	GO:0016702
jg28806	GO:0003677
jg29887	GO:0046872
jg29797	GO:0042578
jg29127	GO:0001883
jg29127	GO:0017076
jg29127	GO:0032549
jg29127	GO:0032555
jg29127	GO:0035639
jg29916	GO:0015036
jg29501	GO:0001883
jg29501	GO:0017076
jg29501	GO:0032549
jg29501	GO:0032555
jg29501	GO:0035639
jg29656	GO:0001883
jg29656	GO:0016301
jg29656	GO:0016831
jg29656	GO:0017076
jg29656	GO:0032549
jg29656	GO:0032555
jg29656	GO:0035639
jg30102	GO:0001883
jg30102	GO:0003723
jg30102	GO:0015075
jg30102	GO:0015399
jg30102	GO:0016818
jg30102	GO:0016820
jg30102	GO:0017076
jg30102	GO:0032549
jg30102	GO:0032555
jg30102	GO:0035639
jg30102	GO:0046872
jg28957	GO:0016758
jg28873	GO:0003723
jg28873	GO:0016779
jg28873	GO:0046872
jg28873	GO:0070011
jg29867	GO:0001067
jg29867	GO:0003677
jg29867	GO:0046872
jg29674	GO:0004738
jg29674	GO:0016624
jg29674	GO:0046872
jg29308	GO:0031406
jg29096	GO:0046872
jg28828	GO:0016831
jg28828	GO:0046872
jg28967	GO:0016799
jg28904	GO:0042578
jg28904	GO:0046872
jg29422	GO:0046872
jg28877	GO:0001883
jg28877	GO:0017076
jg28877	GO:0032549
jg28877	GO:0032555
jg28877	GO:0035639
jg28942	GO:0008168
jg28942	GO:0046872
jg28815	GO:0003677
jg29318	GO:0042578
jg30245	GO:0015036
jg29333	GO:0001883
jg29333	GO:0016818
jg29333	GO:0017076
jg29333	GO:0032549
jg29333	GO:0032555
jg29333	GO:0035639
jg29361	GO:0003677
jg29361	GO:0003906
jg29361	GO:0004518
jg29361	GO:0016799
jg29361	GO:0046872
jg29361	GO:0051539
jg29288	GO:0016624
jg29863	GO:0004518
jg19116	GO:0003723
jg19116	GO:0046872
jg29234	GO:0001883
jg29234	GO:0015075
jg29234	GO:0015399
jg29234	GO:0016818
jg29234	GO:0016820
jg29234	GO:0017076
jg29234	GO:0032549
jg29234	GO:0032555
jg29234	GO:0035639
jg29234	GO:0046872
jg30161	GO:0003723
jg30161	GO:0016779
jg30161	GO:0020037
jg30161	GO:0046872
jg29511	GO:0001883
jg29511	GO:0003723
jg29511	GO:0016818
jg29511	GO:0017076
jg29511	GO:0032549
jg29511	GO:0032555
jg29511	GO:0035639
jg29582	GO:0003677
jg29123	GO:0016728
jg29123	GO:0046872
jg30224	GO:0001067
jg30224	GO:0003677
jg29428	GO:0051119
jg29268	GO:0001883
jg29268	GO:0008483
jg29268	GO:0016818
jg29268	GO:0017076
jg29268	GO:0032549
jg29268	GO:0032555
jg29268	GO:0035639
jg29239	GO:0019902
jg28987	GO:0003677
jg28777	GO:0046872
jg29473	GO:0046872
jg29539	GO:0001883
jg29539	GO:0016301
jg29539	GO:0016773
jg29539	GO:0017076
jg29539	GO:0032549
jg29539	GO:0032555
jg29539	GO:0035639
jg29539	GO:0046872
jg29685	GO:0015075
jg29685	GO:0015291
jg29690	GO:0001883
jg29690	GO:0008168
jg29690	GO:0015645
jg29690	GO:0016405
jg29690	GO:0016878
jg29690	GO:0017076
jg29690	GO:0032549
jg29690	GO:0032555
jg29690	GO:0035639
jg29690	GO:0042803
jg29330	GO:0016780
jg29587	GO:0016298
jg29587	GO:0052689
jg30315	GO:0004553
jg30315	GO:0016758
jg30266	GO:0004518
jg31076	GO:0015075
jg28911	GO:0001883
jg28911	GO:0016301
jg28911	GO:0016773
jg28911	GO:0017076
jg28911	GO:0032549
jg28911	GO:0032555
jg28911	GO:0035639
jg29671	GO:0003723
jg29671	GO:0008168
jg30296	GO:0001883
jg30296	GO:0003723
jg30296	GO:0016818
jg30296	GO:0017076
jg30296	GO:0032549
jg30296	GO:0032555
jg30296	GO:0035639
jg29758	GO:0001883
jg29758	GO:0015291
jg29758	GO:0016702
jg29758	GO:0017076
jg29758	GO:0032549
jg29758	GO:0032555
jg29758	GO:0035639
jg29267	GO:0001883
jg29267	GO:0008483
jg29267	GO:0016818
jg29267	GO:0017076
jg29267	GO:0032549
jg29267	GO:0032555
jg29267	GO:0035639
jg28872	GO:0003677
jg29204	GO:0001883
jg29204	GO:0016301
jg29204	GO:0016773
jg29204	GO:0017076
jg29204	GO:0032549
jg29204	GO:0032555
jg29204	GO:0035639
jg29209	GO:0042578
jg29209	GO:0046872
jg2048	GO:0004364
jg7255	GO:0003677
jg25451	GO:0016779
jg1576	GO:0004842
jg1576	GO:0008168
jg1576	GO:0016298
jg1576	GO:0016881
jg1576	GO:0046872
jg1576	GO:0052689
jg2648	GO:0016620
jg2648	GO:0016628
jg1983	GO:0001883
jg1983	GO:0003677
jg1983	GO:0003723
jg1983	GO:0016301
jg1983	GO:0016773
jg1983	GO:0016779
jg1983	GO:0017076
jg1983	GO:0020037
jg1983	GO:0032549
jg1983	GO:0032555
jg1983	GO:0035639
jg1983	GO:0046872
jg1508	GO:0016747
jg20436	GO:0042578
jg22304	GO:0001883
jg22304	GO:0016818
jg22304	GO:0017076
jg22304	GO:0032549
jg22304	GO:0032555
jg22304	GO:0035639
jg22304	GO:0046872
jg22304	GO:0070011
jg2163	GO:0001883
jg2163	GO:0016616
jg2163	GO:0017076
jg2163	GO:0031406
jg2163	GO:0032549
jg2163	GO:0032555
jg2163	GO:0035639
jg2163	GO:0051287
jg2098	GO:0003677
jg2098	GO:0005342
jg2098	GO:0015075
jg2098	GO:0046872
jg2098	GO:0070011
jg1926	GO:0001883
jg1926	GO:0016818
jg1926	GO:0017076
jg1926	GO:0032549
jg1926	GO:0032555
jg1926	GO:0035639
jg23430	GO:0016301
jg23430	GO:0016773
jg23430	GO:0042578
jg2652	GO:0003723
jg1647	GO:0001883
jg1647	GO:0016818
jg1647	GO:0017076
jg1647	GO:0032549
jg1647	GO:0032555
jg1647	GO:0035639
jg2182	GO:0003723
jg2182	GO:0008168
jg2182	GO:0016779
jg6070	GO:0001067
jg6070	GO:0003677
jg3875	GO:0001883
jg3875	GO:0003677
jg3875	GO:0003723
jg3875	GO:0004518
jg3875	GO:0004842
jg3875	GO:0016641
jg3875	GO:0016682
jg3875	GO:0016702
jg3875	GO:0016706
jg3875	GO:0016779
jg3875	GO:0016818
jg3875	GO:0016881
jg3875	GO:0017076
jg3875	GO:0030695
jg3875	GO:0031406
jg3875	GO:0031418
jg3875	GO:0032549
jg3875	GO:0032555
jg3875	GO:0035639
jg3875	GO:0046872
jg3875	GO:0046993
jg3875	GO:0070011
jg2201	GO:0016747
jg34930	GO:0003723
jg15876	GO:0003723
jg15876	GO:0030695
jg16852	GO:0001883
jg16852	GO:0016301
jg16852	GO:0016773
jg16852	GO:0017076
jg16852	GO:0032549
jg16852	GO:0032555
jg16852	GO:0035639
jg2492	GO:0001883
jg2492	GO:0016301
jg2492	GO:0016773
jg2492	GO:0017076
jg2492	GO:0032549
jg2492	GO:0032555
jg2492	GO:0035639
jg2458	GO:0001883
jg2458	GO:0016301
jg2458	GO:0016773
jg2458	GO:0017076
jg2458	GO:0032549
jg2458	GO:0032555
jg2458	GO:0035639
jg2458	GO:0046872
jg36629	GO:0003723
jg427	GO:0046872
jg427	GO:0070011
jg2387	GO:0003677
jg2238	GO:0003677
jg2238	GO:0016987
jg1386	GO:0046872
jg2428	GO:0042578
jg2428	GO:0046872
jg1872	GO:0001883
jg1872	GO:0003677
jg1872	GO:0016298
jg1872	GO:0016301
jg1872	GO:0017076
jg1872	GO:0019210
jg1872	GO:0019887
jg1872	GO:0032549
jg1872	GO:0032555
jg1872	GO:0035639
jg1872	GO:0045309
jg1872	GO:0046872
jg1872	GO:0052689
jg3656	GO:0001883
jg3656	GO:0004659
jg3656	GO:0016301
jg3656	GO:0016818
jg3656	GO:0017076
jg3656	GO:0032549
jg3656	GO:0032555
jg3656	GO:0035639
jg3656	GO:0046872
jg3656	GO:0052381
jg698	GO:0003723
jg32173	GO:0008158
jg14166	GO:0003677
jg14166	GO:0003906
jg14166	GO:0016799
jg2523	GO:0046872
jg34662	GO:0001883
jg34662	GO:0016301
jg34662	GO:0016773
jg34662	GO:0017076
jg34662	GO:0032549
jg34662	GO:0032555
jg34662	GO:0035639
jg2429	GO:0001883
jg2429	GO:0003723
jg2429	GO:0016818
jg2429	GO:0017076
jg2429	GO:0032549
jg2429	GO:0032555
jg2429	GO:0035639
jg4048	GO:0015075
jg4048	GO:0015165
jg4048	GO:0015932
jg4048	GO:0036080
jg2157	GO:0001883
jg2157	GO:0005096
jg2157	GO:0016301
jg2157	GO:0016773
jg2157	GO:0017076
jg2157	GO:0030695
jg2157	GO:0032549
jg2157	GO:0032555
jg2157	GO:0035639
jg32167	GO:0005342
jg32167	GO:0015075
jg2299	GO:0003723
jg2299	GO:0046872
jg1684	GO:0003677
jg21703	GO:0003677
jg21444	GO:0001883
jg21444	GO:0016818
jg21444	GO:0017076
jg21444	GO:0032549
jg21444	GO:0032555
jg21444	GO:0035639
jg1460	GO:0003723
jg1460	GO:0009982
jg1496	GO:0003723
jg1496	GO:0050660
jg1330	GO:0001883
jg1330	GO:0017076
jg1330	GO:0032549
jg1330	GO:0032555
jg1330	GO:0035639
jg1800	GO:0003723
jg1800	GO:0004637
jg1800	GO:0043022
jg9707	GO:0046872
jg2195	GO:0003677
jg1767	GO:0016616
jg1767	GO:0016620
jg1767	GO:0033764
jg17655	GO:0003677
jg5041	GO:0008168
jg1446	GO:0001883
jg1446	GO:0017076
jg1446	GO:0032549
jg1446	GO:0032555
jg1446	GO:0035639
jg14657	GO:0003723
jg20202	GO:0003677
jg20202	GO:0016298
jg20202	GO:0016779
jg20202	GO:0052689
jg6799	GO:0001883
jg6799	GO:0016818
jg6799	GO:0017076
jg6799	GO:0032549
jg6799	GO:0032555
jg6799	GO:0035639
jg1543	GO:0003677
jg35844	GO:0003677
jg2357	GO:0003677
jg386	GO:0031406
jg16426	GO:0046872
jg26929	GO:0001067
jg26929	GO:0003677
jg1400	GO:0003677
jg1400	GO:0070011
jg1317	GO:0046872
jg24678	GO:0003723
jg24678	GO:0008168
jg7114	GO:0015075
jg7114	GO:0015399
jg7114	GO:0016818
jg2160	GO:0001883
jg2160	GO:0005096
jg2160	GO:0016301
jg2160	GO:0016773
jg2160	GO:0017076
jg2160	GO:0030695
jg2160	GO:0032549
jg2160	GO:0032555
jg2160	GO:0035639
jg1328	GO:0020037
jg1328	GO:0046872
jg17505	GO:0003677
jg2771	GO:0016833
jg2771	GO:0046872
jg8110	GO:0001883
jg8110	GO:0015075
jg8110	GO:0015399
jg8110	GO:0016818
jg8110	GO:0016820
jg8110	GO:0017076
jg8110	GO:0032549
jg8110	GO:0032555
jg8110	GO:0035639
jg21443	GO:0046872
jg26163	GO:0016758
jg12115	GO:0003677
jg2801	GO:0001883
jg2801	GO:0004518
jg2801	GO:0005548
jg2801	GO:0008168
jg2801	GO:0015075
jg2801	GO:0015399
jg2801	GO:0016301
jg2801	GO:0016773
jg2801	GO:0016775
jg2801	GO:0016818
jg2801	GO:0016820
jg2801	GO:0017076
jg2801	GO:0032549
jg2801	GO:0032555
jg2801	GO:0035639
jg2801	GO:0042578
jg2801	GO:0046872
jg11610	GO:0003677
jg11610	GO:0016779
jg11610	GO:0032549
jg11610	GO:0046872
jg31090	GO:0004802
jg31090	GO:0046872
jg3440	GO:0004553
jg3440	GO:0030248
jg16467	GO:0008168
jg16467	GO:0016742
jg36046	GO:0008483
jg26652	GO:0003723
jg26652	GO:0005231
jg26652	GO:0005246
jg26652	GO:0008200
jg26652	GO:0015075
jg26652	GO:0015116
jg26652	GO:0015267
jg26652	GO:0015399
jg26652	GO:0016682
jg26652	GO:0016779
jg26652	GO:0016818
jg26652	GO:0016820
jg26652	GO:0022834
jg26652	GO:0022838
jg26652	GO:0031406
jg26652	GO:0035091
jg26652	GO:0036041
jg26652	GO:0046872
jg26652	GO:0046982
jg26652	GO:0050544
jg26652	GO:0051537
jg26652	GO:0070300
jg4420	GO:0008168
jg4420	GO:0046872
jg32179	GO:0015075
jg32179	GO:0015267
jg32179	GO:0022838
jg33022	GO:0016653
jg33022	GO:0046872
jg1536	GO:0016616
jg1536	GO:0016836
jg1536	GO:0050661
jg24472	GO:0003723
jg33087	GO:0001883
jg33087	GO:0016301
jg33087	GO:0016776
jg33087	GO:0017076
jg33087	GO:0032549
jg33087	GO:0032555
jg33087	GO:0035639
jg3334	GO:0003677
jg15851	GO:0003677
jg15851	GO:0016779
jg15851	GO:0046872
jg12936	GO:0046872
jg1644	GO:0003677
jg1198	GO:0005342
jg1198	GO:0015075
jg31084	GO:0001883
jg31084	GO:0008483
jg31084	GO:0017076
jg31084	GO:0032549
jg31084	GO:0032555
jg31084	GO:0035639
jg31084	GO:0046872
jg24817	GO:0001883
jg24817	GO:0003723
jg24817	GO:0016818
jg24817	GO:0017076
jg24817	GO:0032549
jg24817	GO:0032555
jg24817	GO:0035639
jg24817	GO:0046872
jg31941	GO:0001883
jg31941	GO:0004709
jg31941	GO:0016301
jg31941	GO:0016773
jg31941	GO:0017076
jg31941	GO:0019199
jg31941	GO:0032549
jg31941	GO:0032555
jg31941	GO:0035639
jg31941	GO:0046872
jg19924	GO:0016616
jg19924	GO:0051287
jg29558	GO:0004553
jg29558	GO:0016758
jg2477	GO:0046872
jg34954	GO:0003677
jg18838	GO:0016168
jg18838	GO:0046872
jg2176	GO:0003677
jg2176	GO:0016818
jg5115	GO:0001883
jg5115	GO:0003677
jg5115	GO:0016818
jg5115	GO:0017022
jg5115	GO:0017076
jg5115	GO:0032549
jg5115	GO:0032555
jg5115	GO:0035639
jg5115	GO:0043531
jg5115	GO:0046872
jg1995	GO:0030695
jg2780	GO:0003723
jg286	GO:0001883
jg286	GO:0016818
jg286	GO:0017076
jg286	GO:0032549
jg286	GO:0032555
jg286	GO:0035639
jg286	GO:0046872
jg286	GO:0061505
jg2814	GO:0004738
jg2814	GO:0016624
jg1791	GO:0001883
jg1791	GO:0016818
jg1791	GO:0016876
jg1791	GO:0017076
jg1791	GO:0032549
jg1791	GO:0032555
jg1791	GO:0035639
jg16782	GO:0042578
jg1888	GO:0001883
jg1888	GO:0016301
jg1888	GO:0016773
jg1888	GO:0017076
jg1888	GO:0032549
jg1888	GO:0032555
jg1888	GO:0035639
jg1876	GO:0016837
jg1876	GO:0046872
jg34532	GO:0003723
jg12737	GO:0003677
jg12737	GO:0008168
jg29427	GO:0003723
jg4697	GO:0016868
jg4697	GO:0046872
jg22667	GO:0008168
jg1485	GO:0016628
jg1485	GO:0046872
jg3290	GO:0008168
jg2800	GO:0042578
jg2800	GO:0046872
jg24550	GO:0004553
jg24550	GO:0046872
jg9917	GO:0005548
jg9917	GO:0031406
jg9917	GO:0035091
jg9917	GO:0036041
jg1454	GO:0016818
jg2678	GO:0004930
jg2697	GO:0016616
jg2697	GO:0016628
jg2697	GO:0050660
jg29566	GO:0016758
jg2568	GO:0003677
jg2568	GO:0016790
jg1459	GO:0015036
jg1459	GO:0016862
jg1459	GO:0016864
jg6442	GO:0015036
jg6442	GO:0046872
jg6442	GO:0051537
jg11415	GO:0003723
jg11415	GO:0016301
jg11415	GO:0016773
jg11415	GO:0016775
jg12814	GO:0001883
jg12814	GO:0003677
jg12814	GO:0005342
jg12814	GO:0015075
jg12814	GO:0015198
jg12814	GO:0015267
jg12814	GO:0015291
jg12814	GO:0016641
jg12814	GO:0016706
jg12814	GO:0016818
jg12814	GO:0017076
jg12814	GO:0022838
jg12814	GO:0032549
jg12814	GO:0032555
jg12814	GO:0035639
jg12814	GO:0042578
jg12814	GO:0042887
jg12814	GO:0070011
jg12814	GO:1901474
jg1982	GO:0046872
jg1571	GO:0015075
jg1571	GO:0015267
jg1571	GO:0022838
jg24387	GO:0003677
jg15826	GO:0001883
jg15826	GO:0003677
jg15826	GO:0004709
jg15826	GO:0016301
jg15826	GO:0016773
jg15826	GO:0017076
jg15826	GO:0032549
jg15826	GO:0032555
jg15826	GO:0035639
jg30437	GO:0003723
jg36359	GO:0016709
jg36359	GO:0050660
jg36359	GO:0050661
jg2378	GO:0005342
jg2378	GO:0015075
jg2378	GO:0015125
jg2378	GO:0015291
jg2738	GO:0001883
jg2738	GO:0016709
jg2738	GO:0017076
jg2738	GO:0032549
jg2738	GO:0032555
jg2738	GO:0035639
jg2738	GO:0046872
jg23177	GO:0001883
jg23177	GO:0003677
jg23177	GO:0005536
jg23177	GO:0016301
jg23177	GO:0016773
jg23177	GO:0016818
jg23177	GO:0017076
jg23177	GO:0032549
jg23177	GO:0032555
jg23177	GO:0035639
jg23177	GO:0042803
jg23177	GO:0043531
jg23177	GO:0046872
jg2130	GO:0003677
jg2130	GO:0046872
jg34584	GO:0004553
jg34584	GO:0016758
jg13762	GO:0008168
jg33625	GO:0003723
jg2076	GO:0003677
jg2702	GO:0046872
jg19334	GO:0008236
jg19334	GO:0070011
jg1161	GO:0004553
jg1915	GO:0070011
jg15391	GO:0001883
jg15391	GO:0016818
jg15391	GO:0017076
jg15391	GO:0032549
jg15391	GO:0032555
jg15391	GO:0035639
jg1842	GO:0015075
jg1842	GO:0016681
jg1842	GO:0020037
jg1842	GO:0046872
jg2482	GO:0046872
jg1348	GO:0001883
jg1348	GO:0016301
jg1348	GO:0016773
jg1348	GO:0017076
jg1348	GO:0032549
jg1348	GO:0032555
jg1348	GO:0035639
jg288	GO:0016616
jg288	GO:0016628
jg288	GO:0016747
jg288	GO:0046872
jg288	GO:0051287
jg2192	GO:0001883
jg2192	GO:0016818
jg2192	GO:0017022
jg2192	GO:0017076
jg2192	GO:0032549
jg2192	GO:0032555
jg2192	GO:0035639
jg2192	GO:0046982
jg675	GO:0005342
jg675	GO:0015075
jg675	GO:0015125
jg675	GO:0015291
jg1622	GO:0003723
jg1622	GO:0016779
jg1622	GO:0042578
jg20472	GO:0003677
jg10394	GO:0001883
jg10394	GO:0016301
jg10394	GO:0016773
jg10394	GO:0017076
jg10394	GO:0032549
jg10394	GO:0032555
jg10394	GO:0035639
jg1499	GO:0001883
jg1499	GO:0003677
jg1499	GO:0017076
jg1499	GO:0032549
jg1499	GO:0032555
jg1499	GO:0035639
jg1499	GO:0046872
jg1829	GO:0001883
jg1829	GO:0016818
jg1829	GO:0017076
jg1829	GO:0032549
jg1829	GO:0032555
jg1829	GO:0035639
jg2276	GO:0016747
jg23379	GO:0001883
jg23379	GO:0016301
jg23379	GO:0016773
jg23379	GO:0017076
jg23379	GO:0032549
jg23379	GO:0032555
jg23379	GO:0035639
jg23379	GO:0046872
jg36718	GO:0016747
jg26150	GO:0001883
jg26150	GO:0016301
jg26150	GO:0016773
jg26150	GO:0017076
jg26150	GO:0032549
jg26150	GO:0032555
jg26150	GO:0035639
jg26150	GO:0043531
jg36370	GO:0016799
jg36595	GO:0015036
jg28709	GO:0016620
jg28709	GO:0046872
jg28709	GO:0050661
jg28709	GO:0051287
jg2419	GO:0003677
jg16262	GO:0003677
jg29849	GO:0001883
jg29849	GO:0015245
jg29849	GO:0016818
jg29849	GO:0017076
jg29849	GO:0032549
jg29849	GO:0032555
jg29849	GO:0035639
jg29849	GO:0046872
jg33887	GO:0016641
jg33887	GO:0046872
jg26900	GO:0003677
jg9766	GO:0001883
jg9766	GO:0004329
jg9766	GO:0017076
jg9766	GO:0032549
jg9766	GO:0032555
jg9766	GO:0035639
jg9766	GO:0046872
jg33698	GO:0001883
jg33698	GO:0016818
jg33698	GO:0017076
jg33698	GO:0032549
jg33698	GO:0032555
jg33698	GO:0035639
jg10586	GO:0001883
jg10586	GO:0016818
jg10586	GO:0017076
jg10586	GO:0032549
jg10586	GO:0032555
jg10586	GO:0035639
jg21521	GO:0001883
jg21521	GO:0016301
jg21521	GO:0016776
jg21521	GO:0017076
jg21521	GO:0032549
jg21521	GO:0032555
jg21521	GO:0035639
jg21521	GO:0046872
jg21245	GO:0003677
jg21245	GO:0016702
jg21245	GO:0046872
jg20631	GO:0001883
jg20631	GO:0003723
jg20631	GO:0016876
jg20631	GO:0017076
jg20631	GO:0032549
jg20631	GO:0032555
jg20631	GO:0035639
jg20631	GO:0046872
jg10711	GO:0003723
jg10690	GO:0003677
jg21050	GO:0004364
