Query	GO:EggNOG GO Biological
jg31885	GO:0009651
jg31885	GO:0009733
jg31885	GO:0009735
jg31885	GO:0009791
jg31885	GO:0010015
jg31885	GO:0030154
jg31885	GO:0032989
jg31885	GO:0048469
jg31885	GO:0048513
jg31885	GO:0048588
jg31885	GO:0048731
jg31885	GO:0060429
jg25232	GO:0009059
jg25232	GO:0009889
jg25232	GO:0010467
jg25232	GO:0016070
jg25232	GO:0018130
jg25232	GO:0019438
jg25232	GO:0031323
jg25232	GO:0034645
jg25232	GO:0034654
jg25232	GO:0044271
jg25232	GO:0051171
jg25232	GO:0060255
jg25232	GO:0080090
jg25232	GO:0090304
jg25232	GO:1901362
jg27280	GO:0006643
jg27280	GO:0006644
jg27280	GO:0006796
jg27280	GO:0009059
jg27280	GO:0010467
jg27280	GO:0015031
jg27280	GO:0034613
jg27280	GO:0034645
jg27280	GO:0044267
jg27280	GO:0045184
jg27280	GO:0046486
jg27280	GO:0071702
jg5095	GO:0000096
jg5095	GO:0008652
jg5095	GO:0016053
jg5095	GO:0043094
jg5095	GO:0043436
jg5095	GO:0044272
jg5095	GO:0044283
jg5095	GO:0051302
jg5095	GO:1901566
jg5095	GO:1901605
jg3711	GO:0009889
jg3711	GO:0031323
jg3711	GO:0051171
jg3711	GO:0060255
jg3711	GO:0080090
jg17948	GO:0006796
jg32135	GO:0008652
jg32135	GO:0009072
jg32135	GO:0016053
jg32135	GO:0019438
jg32135	GO:0043436
jg32135	GO:0044283
jg32135	GO:1901362
jg32135	GO:1901566
jg8664	GO:0006643
jg8664	GO:0006644
jg8664	GO:0006796
jg8664	GO:0009059
jg8664	GO:0010467
jg8664	GO:0015031
jg8664	GO:0034613
jg8664	GO:0034645
jg8664	GO:0044267
jg8664	GO:0045184
jg8664	GO:0046486
jg8664	GO:0071702
jg20430	GO:0006753
jg20430	GO:0006796
jg20430	GO:0009116
jg20430	GO:0009657
jg20430	GO:0009790
jg20430	GO:0009791
jg20430	GO:0019439
jg20430	GO:0019693
jg20430	GO:0031163
jg20430	GO:0034655
jg20430	GO:0044270
jg20430	GO:0046434
jg20430	GO:0046700
jg20430	GO:0048731
jg20430	GO:0055085
jg20430	GO:0072521
jg20430	GO:1901136
jg20430	GO:1901292
jg20430	GO:1901361
jg20430	GO:1901565
jg20430	GO:1901658
jg37279	GO:0044267
jg9365	GO:0000910
jg9365	GO:0007164
jg9365	GO:0007389
jg9365	GO:0008544
jg9365	GO:0009790
jg9365	GO:0009791
jg9365	GO:0009886
jg9365	GO:0009887
jg9365	GO:0009914
jg9365	GO:0009942
jg9365	GO:0009966
jg9365	GO:0010015
jg9365	GO:0010087
jg9365	GO:0010274
jg9365	GO:0010646
jg9365	GO:0015031
jg9365	GO:0016192
jg9365	GO:0016197
jg9365	GO:0022402
jg9365	GO:0030154
jg9365	GO:0032989
jg9365	GO:0045184
jg9365	GO:0048469
jg9365	GO:0048513
jg9365	GO:0048645
jg9365	GO:0048729
jg9365	GO:0048731
jg9365	GO:0051049
jg9365	GO:0055085
jg9365	GO:0060341
jg9365	GO:0060429
jg9365	GO:0071702
jg9365	GO:0080119
jg23311	GO:0007389
jg23311	GO:0009791
jg23311	GO:0010087
jg23311	GO:0010588
jg23311	GO:0048507
jg23311	GO:0048513
jg23311	GO:0048731
jg23311	GO:0048827
jg15387	GO:0009737
jg15387	GO:0033993
jg15387	GO:0097305
jg32122	GO:0006259
jg32122	GO:0006325
jg32122	GO:0006974
jg32122	GO:0009059
jg32122	GO:0009416
jg32122	GO:0009889
jg32122	GO:0010467
jg32122	GO:0016070
jg32122	GO:0018130
jg32122	GO:0019438
jg32122	GO:0031323
jg32122	GO:0034645
jg32122	GO:0034654
jg32122	GO:0044271
jg32122	GO:0048513
jg32122	GO:0048731
jg32122	GO:0051171
jg32122	GO:0051276
jg32122	GO:0060255
jg32122	GO:0080090
jg32122	GO:0090304
jg32122	GO:1901362
jg23623	GO:0006644
jg23623	GO:0006796
jg23623	GO:0008610
jg23623	GO:0008654
jg23623	GO:0010038
jg23623	GO:0090407
jg7371	GO:0007589
jg7371	GO:0015031
jg7371	GO:0016050
jg7371	GO:0016192
jg7371	GO:0022600
jg7371	GO:0034613
jg7371	GO:0045184
jg7371	GO:0046903
jg7371	GO:0051648
jg7371	GO:0051650
jg7371	GO:0071702
jg2682	GO:0009059
jg2682	GO:0009889
jg2682	GO:0010467
jg2682	GO:0016070
jg2682	GO:0018130
jg2682	GO:0019438
jg2682	GO:0031323
jg2682	GO:0034645
jg2682	GO:0034654
jg2682	GO:0044271
jg2682	GO:0051171
jg2682	GO:0060255
jg2682	GO:0080090
jg2682	GO:0090304
jg2682	GO:1901362
jg33693	GO:0006638
jg33693	GO:0006796
jg33693	GO:0008610
jg33693	GO:0009856
jg33693	GO:0045017
jg33693	GO:0046460
jg33693	GO:0046486
jg33693	GO:0048868
jg7852	GO:0010038
jg7852	GO:0043085
jg7852	GO:0044267
jg7852	GO:0051341
jg12392	GO:0006796
jg12392	GO:0007126
jg12392	GO:0009791
jg12392	GO:0009886
jg12392	GO:0009887
jg12392	GO:0010234
jg12392	GO:0022402
jg12392	GO:0030154
jg12392	GO:0036211
jg12392	GO:0043412
jg12392	GO:0044267
jg12392	GO:0048229
jg12392	GO:0048236
jg12392	GO:0048444
jg12392	GO:0048449
jg12392	GO:0048513
jg12392	GO:0048563
jg12392	GO:0048645
jg12392	GO:0048657
jg12392	GO:0048658
jg12392	GO:0048731
jg12392	GO:0048827
jg7384	GO:0006508
jg7384	GO:0009057
jg7384	GO:0009059
jg7384	GO:0009791
jg7384	GO:0009889
jg7384	GO:0010467
jg7384	GO:0016070
jg7384	GO:0018130
jg7384	GO:0019438
jg7384	GO:0030154
jg7384	GO:0030163
jg7384	GO:0031323
jg7384	GO:0034645
jg7384	GO:0034654
jg7384	GO:0036211
jg7384	GO:0043412
jg7384	GO:0044265
jg7384	GO:0044267
jg7384	GO:0044271
jg7384	GO:0048731
jg7384	GO:0051171
jg7384	GO:0060255
jg7384	GO:0080090
jg7384	GO:0090304
jg7384	GO:1901362
jg3899	GO:0008643
jg3899	GO:0055085
jg3899	GO:0071702
jg2058	GO:0009059
jg2058	GO:0009889
jg2058	GO:0010467
jg2058	GO:0016070
jg2058	GO:0018130
jg2058	GO:0019438
jg2058	GO:0031323
jg2058	GO:0034645
jg2058	GO:0034654
jg2058	GO:0044271
jg2058	GO:0051171
jg2058	GO:0060255
jg2058	GO:0080090
jg2058	GO:0090304
jg2058	GO:1901362
jg7383	GO:0006796
jg7383	GO:0009893
jg7383	GO:0009966
jg7383	GO:0010646
jg7383	GO:0023056
jg7383	GO:0031323
jg7383	GO:0035556
jg7383	GO:0036211
jg7383	GO:0043085
jg7383	GO:0043412
jg7383	GO:0044267
jg7383	GO:0048522
jg7383	GO:0048584
jg7383	GO:0051338
jg7383	GO:0060255
jg7383	GO:0080090
jg5809	GO:0009059
jg5809	GO:0009889
jg5809	GO:0010467
jg5809	GO:0031323
jg5809	GO:0034645
jg5809	GO:0044267
jg5809	GO:0060255
jg5809	GO:0080090
jg26504	GO:0006796
jg9028	GO:0090304
jg30427	GO:0005991
jg30427	GO:0006796
jg30427	GO:0009311
jg30427	GO:0016051
jg30427	GO:0034637
jg30427	GO:0046351
jg17536	GO:0006508
jg17536	GO:0009057
jg17536	GO:0030163
jg17536	GO:0044265
jg17536	GO:0044267
jg23059	GO:0006508
jg23059	GO:0006811
jg23059	GO:0006869
jg23059	GO:0010467
jg23059	GO:0015748
jg23059	GO:0016070
jg23059	GO:0071702
jg23059	GO:0090304
jg21816	GO:0006643
jg21816	GO:0006665
jg21816	GO:0009737
jg21816	GO:0033993
jg21816	GO:0090332
jg21816	GO:0097305
jg7917	GO:0006508
jg15271	GO:0006796
jg15271	GO:0036211
jg15271	GO:0043412
jg15271	GO:0044267
jg6684	GO:0005976
jg6684	GO:0009057
jg6684	GO:0010038
jg6684	GO:0016052
jg6684	GO:0044036
jg6684	GO:0044264
jg25394	GO:0009889
jg25394	GO:0031323
jg25394	GO:0051171
jg25394	GO:0060255
jg25394	GO:0080090
jg30424	GO:0006796
jg30424	GO:0009657
jg30424	GO:0034613
jg30424	GO:0036211
jg30424	GO:0043412
jg30424	GO:0044267
jg30424	GO:0051049
jg30424	GO:0051644
jg30424	GO:0051667
jg11258	GO:0009416
jg11258	GO:0044267
jg18104	GO:0006796
jg18104	GO:0016051
jg18104	GO:0051707
jg26186	GO:0006631
jg26186	GO:0008610
jg26186	GO:0016053
jg26186	GO:0043436
jg26186	GO:0044283
jg27452	GO:0009416
jg27452	GO:0009889
jg27452	GO:0009892
jg27452	GO:0010038
jg27452	GO:0031323
jg27452	GO:0048523
jg27452	GO:0048878
jg27452	GO:0060255
jg27452	GO:0080090
jg5512	GO:0006753
jg5512	GO:0006796
jg5512	GO:0009116
jg5512	GO:0018130
jg5512	GO:0019438
jg5512	GO:0019693
jg5512	GO:0034654
jg5512	GO:0044271
jg5512	GO:0072521
jg5512	GO:0090407
jg5512	GO:1901137
jg5512	GO:1901293
jg5512	GO:1901362
jg5512	GO:1901566
jg5512	GO:1901659
jg12667	GO:0001558
jg12667	GO:0006753
jg12667	GO:0006796
jg12667	GO:0009059
jg12667	GO:0009100
jg12667	GO:0009116
jg12667	GO:0009651
jg12667	GO:0009737
jg12667	GO:0010119
jg12667	GO:0019439
jg12667	GO:0019693
jg12667	GO:0022603
jg12667	GO:0032870
jg12667	GO:0033993
jg12667	GO:0034645
jg12667	GO:0034655
jg12667	GO:0036211
jg12667	GO:0043412
jg12667	GO:0043413
jg12667	GO:0044267
jg12667	GO:0044270
jg12667	GO:0046434
jg12667	GO:0046700
jg12667	GO:0048638
jg12667	GO:0051049
jg12667	GO:0051128
jg12667	GO:0071310
jg12667	GO:0072521
jg12667	GO:0097305
jg12667	GO:1901136
jg12667	GO:1901137
jg12667	GO:1901292
jg12667	GO:1901361
jg12667	GO:1901565
jg12667	GO:1901658
jg12667	GO:1901701
jg26954	GO:0009059
jg26954	GO:0010467
jg26954	GO:0034645
jg26954	GO:0044267
jg24245	GO:0043094
jg28616	GO:0002253
jg28616	GO:0002684
jg28616	GO:0009733
jg28616	GO:0016482
jg28616	GO:0048584
jg28616	GO:0050776
jg28616	GO:0051169
jg28616	GO:0051236
jg28616	GO:0071702
jg28616	GO:0071705
jg28616	GO:0080134
jg26886	GO:0009808
jg26886	GO:0010038
jg26886	GO:0019439
jg26886	GO:0046271
jg26886	GO:1901361
jg27028	GO:0006796
jg27028	GO:0036211
jg27028	GO:0043412
jg27028	GO:0044267
jg15349	GO:0006796
jg15349	GO:0036211
jg15349	GO:0043412
jg15349	GO:0044267
jg14914	GO:0006644
jg14914	GO:0006796
jg14914	GO:0008610
jg14914	GO:0008654
jg14914	GO:0009856
jg14914	GO:0009875
jg14914	GO:0036211
jg14914	GO:0043412
jg14914	GO:0044267
jg14914	GO:0045017
jg14914	GO:0046486
jg14914	GO:0090407
jg27516	GO:0005996
jg27516	GO:0009059
jg27516	GO:0009416
jg27516	GO:0009651
jg27516	GO:0009737
jg27516	GO:0009889
jg27516	GO:0010038
jg27516	GO:0010467
jg27516	GO:0016052
jg27516	GO:0016070
jg27516	GO:0018130
jg27516	GO:0019438
jg27516	GO:0031323
jg27516	GO:0033993
jg27516	GO:0034645
jg27516	GO:0034654
jg27516	GO:0044271
jg27516	GO:0044724
jg27516	GO:0051171
jg27516	GO:0060255
jg27516	GO:0080090
jg27516	GO:0090304
jg27516	GO:0097305
jg27516	GO:1901362
jg5681	GO:0000278
jg5681	GO:0006259
jg5681	GO:0006796
jg5681	GO:0008544
jg5681	GO:0009059
jg5681	GO:0009790
jg5681	GO:0009791
jg5681	GO:0009886
jg5681	GO:0010016
jg5681	GO:0010103
jg5681	GO:0022402
jg5681	GO:0032989
jg5681	GO:0034645
jg5681	GO:0036211
jg5681	GO:0043412
jg5681	GO:0044267
jg5681	GO:0044786
jg5681	GO:0048285
jg5681	GO:0048513
jg5681	GO:0048731
jg5681	GO:0048827
jg5681	GO:0051726
jg5681	GO:0090304
jg28423	GO:0006508
jg28423	GO:0009894
jg28423	GO:0060255
jg28423	GO:0080090
jg25458	GO:0009059
jg25458	GO:0009856
jg25458	GO:0010467
jg25458	GO:0034645
jg25458	GO:0044267
jg25458	GO:0048229
jg25458	GO:0048868
jg17725	GO:0006643
jg17725	GO:0006665
jg17725	GO:0006753
jg17725	GO:0006796
jg17725	GO:0007166
jg17725	GO:0007186
jg17725	GO:0007498
jg17725	GO:0007599
jg17725	GO:0008406
jg17725	GO:0009059
jg17725	GO:0009100
jg17725	GO:0009116
jg17725	GO:0009887
jg17725	GO:0009889
jg17725	GO:0009893
jg17725	GO:0010038
jg17725	GO:0018130
jg17725	GO:0019438
jg17725	GO:0019439
jg17725	GO:0019693
jg17725	GO:0030154
jg17725	GO:0031323
jg17725	GO:0034645
jg17725	GO:0034654
jg17725	GO:0034655
jg17725	GO:0036211
jg17725	GO:0042060
jg17725	GO:0043412
jg17725	GO:0043413
jg17725	GO:0044267
jg17725	GO:0044270
jg17725	GO:0044271
jg17725	GO:0045137
jg17725	GO:0046434
jg17725	GO:0046700
jg17725	GO:0048513
jg17725	GO:0048522
jg17725	GO:0048731
jg17725	GO:0051270
jg17725	GO:0060255
jg17725	GO:0072521
jg17725	GO:0072527
jg17725	GO:0080090
jg17725	GO:0090407
jg17725	GO:0097305
jg17725	GO:1901136
jg17725	GO:1901137
jg17725	GO:1901292
jg17725	GO:1901293
jg17725	GO:1901361
jg17725	GO:1901362
jg17725	GO:1901565
jg17725	GO:1901658
jg17725	GO:2000145
jg2926	GO:0016050
jg2926	GO:0016192
jg2926	GO:0065003
jg2926	GO:0071822
jg21955	GO:0009889
jg21955	GO:0031323
jg21955	GO:0051171
jg21955	GO:0060255
jg21955	GO:0080090
jg6093	GO:0006753
jg6093	GO:0006796
jg6093	GO:0006811
jg6093	GO:0006818
jg6093	GO:0009059
jg6093	GO:0009116
jg6093	GO:0010038
jg6093	GO:0010467
jg6093	GO:0019439
jg6093	GO:0019693
jg6093	GO:0034645
jg6093	GO:0034655
jg6093	GO:0044267
jg6093	GO:0044270
jg6093	GO:0046434
jg6093	GO:0046700
jg6093	GO:0055085
jg6093	GO:0072521
jg6093	GO:1901136
jg6093	GO:1901292
jg6093	GO:1901361
jg6093	GO:1901565
jg6093	GO:1901658
jg19939	GO:0006753
jg19939	GO:0006796
jg19939	GO:0007018
jg19939	GO:0009116
jg19939	GO:0019439
jg19939	GO:0019693
jg19939	GO:0034655
jg19939	GO:0044270
jg19939	GO:0046434
jg19939	GO:0046700
jg19939	GO:0065003
jg19939	GO:0071822
jg19939	GO:0072521
jg19939	GO:1901136
jg19939	GO:1901292
jg19939	GO:1901361
jg19939	GO:1901565
jg19939	GO:1901658
jg14593	GO:0090304
jg20281	GO:0009059
jg20281	GO:0009791
jg20281	GO:0010467
jg20281	GO:0034645
jg20281	GO:0044267
jg20281	GO:0048731
jg27104	GO:0006259
jg27104	GO:0006974
jg27104	GO:0090304
jg27520	GO:0006766
jg27520	GO:0006768
jg27520	GO:0009110
jg27520	GO:0016053
jg27520	GO:0018130
jg27520	GO:0042364
jg27520	GO:0043436
jg27520	GO:0043603
jg27520	GO:0044271
jg27520	GO:0044272
jg27520	GO:0044283
jg27520	GO:1901362
jg27520	GO:1901566
jg8976	GO:0005976
jg8976	GO:0005991
jg8976	GO:0005996
jg8976	GO:0006796
jg8976	GO:0009059
jg8976	GO:0009311
jg8976	GO:0009590
jg8976	GO:0016051
jg8976	GO:0016052
jg8976	GO:0019255
jg8976	GO:0033692
jg8976	GO:0034637
jg8976	GO:0034645
jg8976	GO:0044264
jg8976	GO:0044724
jg8976	GO:0046351
jg8976	GO:0048878
jg8976	GO:0055082
jg2859	GO:0006796
jg7854	GO:0009416
jg7854	GO:0009630
jg11524	GO:0009059
jg11524	GO:0010467
jg11524	GO:0034645
jg11524	GO:0044267
jg11524	GO:0061025
jg16111	GO:0006811
jg16111	GO:0048229
jg16111	GO:0055085
jg16111	GO:0071805
jg12449	GO:0009081
jg12449	GO:0043436
jg14708	GO:0009856
jg14708	GO:0009875
jg34169	GO:0006508
jg23002	GO:0045454
jg23002	GO:0065003
jg23002	GO:0071822
jg26976	GO:0005996
jg26976	GO:0006796
jg26976	GO:0046835
jg14171	GO:0006796
jg14171	GO:0009416
jg14171	GO:0009889
jg14171	GO:0031323
jg14171	GO:0080090
jg1776	GO:0009657
jg1776	GO:0051644
jg1776	GO:0051667
jg9844	GO:0006796
jg9844	GO:0036211
jg9844	GO:0043412
jg9844	GO:0044267
jg11109	GO:0009791
jg11109	GO:0009886
jg11109	GO:0009887
jg11109	GO:0010015
jg11109	GO:0010087
jg11109	GO:0048513
jg11109	GO:0048645
jg11109	GO:0048731
jg4732	GO:0007166
jg4732	GO:0010467
jg15039	GO:0006508
jg15039	GO:0006753
jg15039	GO:0006796
jg15039	GO:0009116
jg15039	GO:0019439
jg15039	GO:0019693
jg15039	GO:0034655
jg15039	GO:0044270
jg15039	GO:0046434
jg15039	GO:0046700
jg15039	GO:0072521
jg15039	GO:1901136
jg15039	GO:1901292
jg15039	GO:1901361
jg15039	GO:1901565
jg15039	GO:1901658
jg21915	GO:0043086
jg21915	GO:0051336
jg21915	GO:0060255
jg21915	GO:0080090
jg8023	GO:0009059
jg8023	GO:0009416
jg8023	GO:0009735
jg8023	GO:0009739
jg8023	GO:0009889
jg8023	GO:0010467
jg8023	GO:0016070
jg8023	GO:0018130
jg8023	GO:0019438
jg8023	GO:0031323
jg8023	GO:0032870
jg8023	GO:0033993
jg8023	GO:0034645
jg8023	GO:0034654
jg8023	GO:0044271
jg8023	GO:0051093
jg8023	GO:0051171
jg8023	GO:0051241
jg8023	GO:0060255
jg8023	GO:0071310
jg8023	GO:0080090
jg8023	GO:0090304
jg8023	GO:1901362
jg8023	GO:1901701
jg8023	GO:2000026
jg8023	GO:2000242
jg29924	GO:0006259
jg29924	GO:0006796
jg29924	GO:0009059
jg29924	GO:0010467
jg29924	GO:0034645
jg29924	GO:0036211
jg29924	GO:0043412
jg29924	GO:0044267
jg29924	GO:0090304
jg9639	GO:0009059
jg9639	GO:0010467
jg9639	GO:0034645
jg9639	GO:0044267
jg3423	GO:0000302
jg3423	GO:0006631
jg3423	GO:0008610
jg3423	GO:0009626
jg3423	GO:0009737
jg3423	GO:0009751
jg3423	GO:0009814
jg3423	GO:0010260
jg3423	GO:0012501
jg3423	GO:0014070
jg3423	GO:0016042
jg3423	GO:0016053
jg3423	GO:0016054
jg3423	GO:0030258
jg3423	GO:0033993
jg3423	GO:0034440
jg3423	GO:0034599
jg3423	GO:0043436
jg3423	GO:0044242
jg3423	GO:0044282
jg3423	GO:0044283
jg3423	GO:0048513
jg3423	GO:0048731
jg3423	GO:0048827
jg3423	GO:0051707
jg3423	GO:0071241
jg3423	GO:0071310
jg3423	GO:0071731
jg3423	GO:0097305
jg3423	GO:1901699
jg3423	GO:1901701
jg15709	GO:0006631
jg15709	GO:0008610
jg15709	GO:0016053
jg15709	GO:0043436
jg15709	GO:0044283
jg1822	GO:0009059
jg1822	GO:0010038
jg1822	GO:0010467
jg1822	GO:0034645
jg1822	GO:0044267
jg22065	GO:0006325
jg22065	GO:0006479
jg22065	GO:0009059
jg22065	GO:0009889
jg22065	GO:0010467
jg22065	GO:0016070
jg22065	GO:0018130
jg22065	GO:0019438
jg22065	GO:0031323
jg22065	GO:0034645
jg22065	GO:0034654
jg22065	GO:0036211
jg22065	GO:0043412
jg22065	GO:0044267
jg22065	GO:0044271
jg22065	GO:0051171
jg22065	GO:0051276
jg22065	GO:0060255
jg22065	GO:0080090
jg22065	GO:0090304
jg22065	GO:1901362
jg3627	GO:0009791
jg3627	GO:0009838
jg3627	GO:0009894
jg3627	GO:0009966
jg3627	GO:0010227
jg3627	GO:0010646
jg3627	GO:0031323
jg3627	GO:0043085
jg3627	GO:0048513
jg3627	GO:0048731
jg3627	GO:0051171
jg3627	GO:0051336
jg3627	GO:0080090
jg27479	GO:0006732
jg27479	GO:0006753
jg27479	GO:0006796
jg27479	GO:0018130
jg27479	GO:0019438
jg27479	GO:0034654
jg27479	GO:0043094
jg27479	GO:0044271
jg27479	GO:0051188
jg27479	GO:0072524
jg27479	GO:0090407
jg27479	GO:1901293
jg27479	GO:1901362
jg27479	GO:1901566
jg26464	GO:0006753
jg26464	GO:0006796
jg26464	GO:0009059
jg26464	GO:0009116
jg26464	GO:0010467
jg26464	GO:0019439
jg26464	GO:0019693
jg26464	GO:0034645
jg26464	GO:0034655
jg26464	GO:0036211
jg26464	GO:0043412
jg26464	GO:0044267
jg26464	GO:0044270
jg26464	GO:0046434
jg26464	GO:0046700
jg26464	GO:0072521
jg26464	GO:1901136
jg26464	GO:1901292
jg26464	GO:1901361
jg26464	GO:1901565
jg26464	GO:1901658
jg16062	GO:0009059
jg16062	GO:0010467
jg16062	GO:0016070
jg16062	GO:0018130
jg16062	GO:0019438
jg16062	GO:0034645
jg16062	GO:0034654
jg16062	GO:0044271
jg16062	GO:0090304
jg16062	GO:1901362
jg15714	GO:0000910
jg15714	GO:0005976
jg15714	GO:0008544
jg15714	GO:0009059
jg15714	GO:0009100
jg15714	GO:0009272
jg15714	GO:0009311
jg15714	GO:0010015
jg15714	GO:0010467
jg15714	GO:0016051
jg15714	GO:0016070
jg15714	GO:0018130
jg15714	GO:0019438
jg15714	GO:0022402
jg15714	GO:0030154
jg15714	GO:0032506
jg15714	GO:0033692
jg15714	GO:0034637
jg15714	GO:0034645
jg15714	GO:0034654
jg15714	GO:0036211
jg15714	GO:0043412
jg15714	GO:0043413
jg15714	GO:0044036
jg15714	GO:0044264
jg15714	GO:0044267
jg15714	GO:0044271
jg15714	GO:0048469
jg15714	GO:0048513
jg15714	GO:0048588
jg15714	GO:0048731
jg15714	GO:0060429
jg15714	GO:0090304
jg15714	GO:0090529
jg15714	GO:1901137
jg15714	GO:1901362
jg25914	GO:0007010
jg25914	GO:0010119
jg25914	GO:0030036
jg25914	GO:0071822
jg16771	GO:0006631
jg16771	GO:0008610
jg16771	GO:0016053
jg16771	GO:0043436
jg16771	GO:0044283
jg26469	GO:0010467
jg26469	GO:0016070
jg26469	GO:0042254
jg26469	GO:0090304
jg6639	GO:0006796
jg6639	GO:0009894
jg6639	GO:0009966
jg6639	GO:0010646
jg6639	GO:0016192
jg6639	GO:0031323
jg6639	GO:0036211
jg6639	GO:0043085
jg6639	GO:0043412
jg6639	GO:0044267
jg6639	GO:0051171
jg6639	GO:0051336
jg6639	GO:0080090
jg669	GO:0006811
jg34404	GO:0008652
jg34404	GO:0009072
jg34404	GO:0016053
jg34404	GO:0019438
jg34404	GO:0019632
jg34404	GO:0043436
jg34404	GO:0044283
jg34404	GO:0051707
jg34404	GO:1901362
jg34404	GO:1901566
jg34404	GO:1901617
jg26494	GO:0009416
jg26494	GO:0036211
jg26494	GO:0043412
jg26494	GO:0044267
jg16706	GO:0006796
jg16706	GO:0006811
jg16706	GO:0006818
jg16706	GO:0006984
jg16706	GO:0006986
jg16706	GO:0034976
jg16706	GO:0035967
jg16706	GO:0036211
jg16706	GO:0043412
jg16706	GO:0044267
jg16706	GO:0048522
jg16706	GO:0051726
jg16706	GO:0071310
jg6660	GO:0015031
jg6660	GO:0035556
jg6660	GO:0045184
jg6660	GO:0071702
jg1408	GO:0006508
jg22086	GO:0007033
jg22086	GO:0008544
jg22086	GO:0016192
jg22086	GO:0030154
jg22086	GO:0032989
jg22086	GO:0048513
jg22086	GO:0048731
jg22086	GO:0060429
jg13186	GO:0006753
jg13186	GO:0006796
jg13186	GO:0009116
jg13186	GO:0019439
jg13186	GO:0019693
jg13186	GO:0034655
jg13186	GO:0044270
jg13186	GO:0046434
jg13186	GO:0046700
jg13186	GO:0072521
jg13186	GO:1901136
jg13186	GO:1901292
jg13186	GO:1901361
jg13186	GO:1901565
jg13186	GO:1901658
jg27411	GO:0006259
jg27411	GO:0090304
jg1326	GO:0006796
jg1326	GO:0036211
jg1326	GO:0043412
jg1326	GO:0044267
jg34062	GO:0051707
jg20778	GO:0006508
jg20778	GO:0009416
jg20778	GO:0009892
jg20778	GO:0031323
jg20778	GO:0048523
jg8282	GO:0006259
jg8282	GO:0006479
jg8282	GO:0036211
jg8282	GO:0043412
jg8282	GO:0044267
jg8282	GO:0090304
jg9077	GO:0006753
jg9077	GO:0006796
jg9077	GO:0009116
jg9077	GO:0009651
jg9077	GO:0009791
jg9077	GO:0009814
jg9077	GO:0010038
jg9077	GO:0010286
jg9077	GO:0019439
jg9077	GO:0019693
jg9077	GO:0034655
jg9077	GO:0044267
jg9077	GO:0044270
jg9077	GO:0046434
jg9077	GO:0046700
jg9077	GO:0048731
jg9077	GO:0048827
jg9077	GO:0050821
jg9077	GO:0051707
jg9077	GO:0060255
jg9077	GO:0071241
jg9077	GO:0072521
jg9077	GO:1901136
jg9077	GO:1901292
jg9077	GO:1901361
jg9077	GO:1901565
jg9077	GO:1901658
jg25566	GO:0006796
jg25566	GO:0036211
jg25566	GO:0043412
jg25566	GO:0044267
jg30098	GO:0005976
jg30098	GO:0008544
jg30098	GO:0009059
jg30098	GO:0010015
jg30098	GO:0016051
jg30098	GO:0030154
jg30098	GO:0033692
jg30098	GO:0034637
jg30098	GO:0034645
jg30098	GO:0044264
jg30098	GO:0048469
jg30098	GO:0048513
jg30098	GO:0048588
jg30098	GO:0048731
jg30098	GO:0060429
jg14832	GO:0009651
jg14832	GO:0015031
jg14832	GO:0035556
jg14832	GO:0045184
jg14832	GO:0071702
jg35126	GO:0009683
jg35126	GO:0042430
jg35126	GO:0043436
jg35126	GO:0048731
jg17055	GO:0006066
jg17055	GO:0006577
jg17055	GO:0008652
jg17055	GO:0009308
jg17055	GO:0016053
jg17055	GO:0019439
jg17055	GO:0019695
jg17055	GO:0031455
jg17055	GO:0043436
jg17055	GO:0044106
jg17055	GO:0044271
jg17055	GO:0044283
jg17055	GO:1901566
jg29537	GO:0036211
jg29537	GO:0043412
jg29537	GO:0044267
jg15938	GO:0009059
jg15938	GO:0010038
jg15938	GO:0010467
jg15938	GO:0016070
jg15938	GO:0034645
jg15938	GO:0043038
jg15938	GO:0043436
jg15938	GO:0044267
jg15938	GO:0090304
jg26422	GO:0001510
jg26422	GO:0007389
jg26422	GO:0009616
jg26422	GO:0009791
jg26422	GO:0009886
jg26422	GO:0009887
jg26422	GO:0009892
jg26422	GO:0010093
jg26422	GO:0010467
jg26422	GO:0014070
jg26422	GO:0016070
jg26422	GO:0043331
jg26422	GO:0043412
jg26422	GO:0044267
jg26422	GO:0048444
jg26422	GO:0048449
jg26422	GO:0048513
jg26422	GO:0048563
jg26422	GO:0048645
jg26422	GO:0048731
jg26422	GO:0051701
jg26422	GO:0051707
jg26422	GO:0051817
jg26422	GO:0060255
jg26422	GO:0071310
jg26422	GO:0090304
jg26422	GO:1901699
jg26422	GO:2000026
jg27169	GO:0006508
jg27169	GO:0006972
jg27169	GO:0009057
jg27169	GO:0009651
jg27169	GO:0030163
jg27169	GO:0044265
jg27169	GO:0044267
jg24142	GO:0006508
jg24142	GO:0006753
jg24142	GO:0006796
jg27321	GO:0009059
jg27321	GO:0009737
jg27321	GO:0009889
jg27321	GO:0010467
jg27321	GO:0016070
jg27321	GO:0018130
jg27321	GO:0019438
jg27321	GO:0031323
jg27321	GO:0033993
jg27321	GO:0034645
jg27321	GO:0034654
jg27321	GO:0044271
jg27321	GO:0051171
jg27321	GO:0060255
jg27321	GO:0080090
jg27321	GO:0090304
jg27321	GO:0097305
jg27321	GO:1901362
jg15798	GO:0009889
jg15798	GO:0009892
jg15798	GO:0031323
jg15798	GO:0048523
jg15798	GO:0051171
jg15798	GO:0060255
